"","id","SR_Pcode","State_Region","Tsp_Pcode","Township","Type","Facility","Date","Admitted_Total"
"645","Q009016043","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","တလုတ်ပင်ကျေးရွာ","04/01/20",12
"646","Q009016023","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ထောက်ကြံ့တိုင်း","04/01/20",9
"647","Q009016013","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ဒါးစမ်းကျေးရွာ","04/01/20",2
"648","Q009016010","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ပဒဲစာသင်ကျောင်း","04/01/20",2
"649","Q009016039","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ပျဉ်ထောင်","04/01/20",1
"650","Q009016015","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ပြကြီးကျေးရွာ","04/01/20",1
"651","Q009016025","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ပြလို့ကျေးရွာ","04/01/20",3
"652","Q009016006","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ပိတောက်ကုန်းကျေးရွာ","04/01/20",5
"653","Q009016059","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ပုဏ္ဏားကျေးရွာ","04/01/20",6
"654","Q009016040","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ဗြန်ဒီကျေးရွာ","04/01/20",2
"655","Q009016049","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ဗိုလ်လှကုန်းကျေးရွာ","04/01/20",69
"656","Q009016037","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","မြို့လှကျေးရွာ","04/01/20",26
"657","Q009016053","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","မြေရိုးကျေးရွာ","04/01/20",6
"658","Q009016024","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","မအူခုံ","04/01/20",1
"659","Q009016058","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","မိုးကောင်းကျေးရွာ","04/01/20",8
"660","Q009016017","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","မုန်ညှင်းရိုးကျေးရွာ","04/01/20",4
"661","Q009016051","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","မောက်တင်ကျေးရွာ","04/01/20",7
"662","Q009016041","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","မဲခေါင်းကျေးရွာ","04/01/20",8
"663","Q009016038","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ရွှေပန်းတောကျေးရွာ","04/01/20",6
"664","Q009016046","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ရွာမထုံးကျေးရွာ","04/01/20",8
"665","Q009016035","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ရေပေါ်ကျေးရွာ","04/01/20",17
"666","Q009016048","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","လက်ပံစမ်းကျေးရွာ","04/01/20",18
"667","Q009016014","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","လက်ပံလှကျေးရွာ","04/01/20",7
"668","Q009016036","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","သံချိတ်ကျေးရွာ","04/01/20",6
"669","Q009016054","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","သနပ်ကျေးရွာ","04/01/20",9
"670","Q009016018","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","သံဘို","04/01/20",1
"671","Q009016044","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","သမ္ဘူလ","04/01/20",52
"672","Q009016008","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","သံရွာကျေးရွာ","04/01/20",2
"673","Q009016052","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","သအီဝကျေးရွာ","04/01/20",4
"674","Q009016045","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","သိုက်ရုံကျေးရွာ","04/01/20",2
"675","Q009016009","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","အင်းကုန်းကျေးရွာ","04/01/20",26
"676","Q009016022","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","အင်တောသာကျေးရွာ","04/01/20",7
"677","Q009016001","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","အထက (၁) အောင်လံ","04/01/20",112
"678","Q009016002","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","အထက (၂) အောင်လံ","04/01/20",60
"679","Q009016003","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","အထက (၃) အောင်လံ","04/01/20",109
"680","Q009016047","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","အောင်မြေကုန်းကျေးရွာ","04/01/20",1
"681","Q009016060","MMR009","Magway","MMR009016","Aunglan","ကွာရန်တင်းစခန်း","ဥယျာဉ်ကျေးရွာ","04/01/20",2
"682","Q010031076","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","(၂၉) စိုက်ကွင်း (အ.လ.က)","03/31/20",3
"683","Q010031015","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကံကွေ့ (အ.လ.က)","03/31/20",0
"684","Q010031021","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကံစွယ် (အ.ထ.က)","03/31/20",3
"685","Q010031003","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကန်ပတ်လည် (အ.လ.က)","03/31/20",2
"686","Q010031062","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကျင်းရွာ (အ.လ.က)(ခွဲ)","03/31/20",6
"687","Q010031012","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကျွတ်ကန် (အ.ထ.က) (ခွဲ)","03/31/20",5
"688","Q010031075","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကြပ်ကန် (အ.လ.က)","03/31/20",1
"689","Q010031002","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကုက္ကိုခါးလှ (အ.ထ.က) (ခွဲ)","03/31/20",0
"690","Q010031006","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကုက္ကိုစု (အ.မ.က)","03/31/20",1
"691","Q010031069","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ကုန်းကံ (အ.လ.က)","03/31/20",4
"692","Q010031025","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ခင်ကြီး (အ.ထ.က)(ခွဲ)","03/31/20",2
"693","Q010031011","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ခြင်္သေ့လက် (အ.မ.က)","03/31/20",7
"694","Q010031074","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဂျမ်းလုံ (အ.မ.က)","03/31/20",1
"695","Q010031023","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဂုဏ်ရွာ (အ.ထ.က)","03/31/20",12
"696","Q010031051","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဆင်သွေကွေ့ (အ.မ.က)","03/31/20",11
"697","Q010031027","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဆပ်ခင်း (အ.ထ.က)","03/31/20",0
"698","Q010031020","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဆူးပန်း (အ.ထ.က)(ခွဲ)","03/31/20",4
"699","Q010031032","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဇချမ်းကုန်း (မ) (မူလွန်)","03/31/20",1
"700","Q010031064","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဇချမ်းကုန်း(တ) (အ.ထ.က)(ခွဲ)","03/31/20",1
"701","Q010031040","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဇဝင်း (အ.မ.က)","03/31/20",45
"702","Q010031056","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ညောင်ကားယား (အ.မ.က)","03/31/20",7
"703","Q010031004","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ညောင်ပင်ကုန်း","03/31/20",2
"704","Q010031024","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ညောင်အုပ်ဖီး (အ.ထ.က)","03/31/20",4
"705","Q010031039","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","တမာကုန်း (အ.ထ.က)","03/31/20",3
"706","Q010031068","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","တောင်ဆည် (အ.မ.က)","03/31/20",4
"707","Q010031008","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","တောင်ဘို (အ.ထ.က)","03/31/20",1
"708","Q010031052","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","တဲစု (အ.ထ.က)(ခွဲ)","03/31/20",96
"709","Q010031031","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ထနောင်းကုန်း (အ.မ.က)","03/31/20",1
"710","Q010031072","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ထန်းပင်ကုန်း (ငှက်ပျောတောတဲ)","03/31/20",1
"711","Q010031013","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ထိန်ကန် (မူလွန်)","03/31/20",8
"712","Q010031078","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ထီးလှိုင် (ဆည်ရွာ) (အ.မ.က)","03/31/20",1
"713","Q010031045","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဒါးလှ (အ.မ.က)","03/31/20",2
"714","Q010031018","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဒိုင်ကောင်းကုန်း (အ.ထ.က)","03/31/20",7
"715","Q010031030","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","နတ်နန်း (အ.မ.က)","03/31/20",3
"716","Q010031026","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","နေပူကုန်း (အ.မ.က)","03/31/20",1
"717","Q010031053","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ပင်းတလဲ (အ.ထ.က)","03/31/20",8
"718","Q010031060","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ပျားစွဲ (န) (အ.မ.က)","03/31/20",6
"719","Q010031050","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ပုလဝါ (အ.မ.က)","03/31/20",10
"720","Q010031047","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ပေါက်ကံ (အ.မ.က)","03/31/20",1
"721","Q010031038","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ပေါက်တော (အ.မ.က)","03/31/20",2
"722","Q010031071","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဖလန်ကန် (အ.မ.က)","03/31/20",4
"723","Q010031077","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဖလန်ကျင်း (အ.မ.က)","03/31/20",2
"724","Q010031057","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဖိုကုန်း (အ.မ.က)","03/31/20",2
"725","Q010031016","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ဘုရားဖြူ (အ.လ.က)","03/31/20",0
"726","Q010031035","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","မကျီးတော (အ.မ.က)","03/31/20",12
"727","Q010031033","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","မကျီးအုပ် (အုပ်ချုပ်ရေးရုံး)","03/31/20",11
"728","Q010031059","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","မင်းကန် (အ.မ.က)","03/31/20",1
"729","Q010031046","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","မြစ်သူငယ် (အ.မ.က)","03/31/20",2
"730","Q010031066","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","မြောက်ဆည် (အ.လ.က)","03/31/20",2
"731","Q010031022","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","မြောက်ပိုင်း (အ.မ.က)","03/31/20",5
"732","Q010031010","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရွှေတောင် (အ.ထ.က)","03/31/20",2
"733","Q010031036","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရွှေဖလားကန် (တ) (အ.မ.က)","03/31/20",2
"734","Q010031037","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရွှေဖလားကန် (မ) (အ.မ.က)","03/31/20",2
"735","Q010031014","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရွာရှည် (အ.ထ.က)","03/31/20",1
"736","Q010031065","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရွာဝေ (အ.ထ.က)(ခွဲ)","03/31/20",5
"737","Q010031041","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရွာသစ် (အ.ထ.က)","03/31/20",3
"738","Q010031049","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရှောက်တော (မူလွန်)","03/31/20",19
"739","Q010031067","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရာသင်္ချာ (အ.မ.က)","03/31/20",7
"740","Q010031007","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရိုးကန် (မူလွန်)","03/31/20",1
"741","Q010031058","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","ရုံးပင်ကုန်း (အ.မ.က)","03/31/20",5
"742","Q010031029","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","လိန်ပင် (အ.မ.က)","03/31/20",2
"743","Q010031055","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","လေးမျက်နှာ (ဘ.က)","03/31/20",88
"744","Q010031054","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","လေးမျက်နှာ (အ.မ.က)","03/31/20",87
"745","Q010031009","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သခွတ်မြင့် (အ.ထ.က) (ခွဲ)","03/31/20",8
"746","Q010031019","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သင်္ဃန်းဆွဲ (တဲခိုစခန်း)","03/31/20",8
"747","Q010031048","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သစ်ပုလွေကန် (အ.ထ.က)(ခွဲ)","03/31/20",3
"748","Q010031070","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သဖန်း (အ.ထ.က)(ခွဲ၀","03/31/20",3
"749","Q010031042","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သဖန်းပင် (အ.မ.က)","03/31/20",1
"750","Q010031034","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သဘွတ်ကုန်း (ဆေးခန်း)","03/31/20",6
"751","Q010031028","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သီးကုန်း (အ.လ.က)","03/31/20",1
"752","Q010031061","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သုံးဒေါင့်အိုင် (ဘုရားဓမ္မာရုံ)","03/31/20",7
"753","Q010031001","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သဲတော-ဝမ်းတွင်း (အ.ထ.က)","03/31/20",23
"754","Q010031043","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","သဲတောလေး (မူလွန်)","03/31/20",2
"755","Q010031044","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","အင်းယင်း (အ.မ.က)","03/31/20",2
"756","Q010031073","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","အင်္ကန်းကြီး (အ.လ.က)(ခွဲ)","03/31/20",2
"757","Q010031017","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","အင်္ကန်းကုန်း (ယောဂီဆောင်)","03/31/20",1
"758","Q010031063","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","အောင်ချမ်းသာ (အ.ထ.က)","03/31/20",9
"759","Q010031005","MMR010","Mandalay","MMR010031","Wundwin","ကွာရန်တင်းစခန်း","အောင်သာ (မ) (အ.လ.က) (ခွဲ)","03/31/20",3
"760","Q005004003","MMR005","Sagaing","MMR005004","Shwebo","ကွာရန်တင်းစခန်း","စာသင်ကျောင်း/တက္ကသိုလ်","04/05/20",32
"761","Q005004001","MMR005","Sagaing","MMR005004","Shwebo","ကွာရန်တင်းစခန်း","နေအိမ်","04/05/20",15
"762","Q005004002","MMR005","Sagaing","MMR005004","Shwebo","ကွာရန်တင်းစခန်း","ဘာသာရေးအဆောက်အဦး","04/05/20",14
"763","Q005005004","MMR005","Sagaing","MMR005005","Khin-U","ကွာရန်တင်းစခန်း","စာသင်ကျောင်း/တက္ကသိုလ်","04/05/20",102
"764","Q005005003","MMR005","Sagaing","MMR005005","Khin-U","ကွာရန်တင်းစခန်း","ဆေးရုံ","04/05/20",1
"765","Q005005001","MMR005","Sagaing","MMR005005","Khin-U","ကွာရန်တင်းစခန်း","နေအိမ်","04/05/20",29
"766","Q005005002","MMR005","Sagaing","MMR005005","Khin-U","ကွာရန်တင်းစခန်း","ဘာသာရေးအဆောက်အဦး","04/05/20",3
"767","Q005005005","MMR005","Sagaing","MMR005005","Khin-U","ကွာရန်တင်းစခန်း","အခြား","04/05/20",4
"768","Q005006001","MMR005","Sagaing","MMR005006","Wetlet","ကွာရန်တင်းစခန်း","စာသင်ကျောင်း/တက္ကသိုလ်","04/05/20",78
"769","Q005009002","MMR005","Sagaing","MMR005009","Ye-U","ကွာရန်တင်းစခန်း","စာသင်ကျောင်း/တက္ကသိုလ်","04/05/20",118
"770","Q005009001","MMR005","Sagaing","MMR005009","Ye-U","ကွာရန်တင်းစခန်း","ဘာသာရေးအဆောက်အဦး","04/05/20",1
"771","Q005010003","MMR005","Sagaing","MMR005010","Tabayin","ကွာရန်တင်းစခန်း","စာသင်ကျောင်း/တက္ကသိုလ်","04/05/20",321
"772","Q005010002","MMR005","Sagaing","MMR005010","Tabayin","ကွာရန်တင်းစခန်း","ဆေးရုံ","04/05/20",1
"773","Q005010001","MMR005","Sagaing","MMR005010","Tabayin","ကွာရန်တင်းစခန်း","နေအိမ်","04/05/20",91
"774","Q005011002","MMR005","Sagaing","MMR005011","Taze","ကွာရန်တင်းစခန်း","စာသင်ကျောင်း/တက္ကသိုလ်","04/05/20",128
"775","Q005011001","MMR005","Sagaing","MMR005011","Taze","ကွာရန်တင်းစခန်း","နေအိမ်","04/05/20",79
"776","Q015002001","MMR015","Shan (North)","MMR015002","Hseni","ကွာရန်တင်းစခန်း","မိုင်းလီ (ရွာပြင်)","04/01/20",2
"777","Q015003001","MMR016","Shan (North)","MMR015003","Hseni","ကွာရန်တင်းစခန်း","ပန်လော့ (ခန်းမ)","04/01/20",4
"778","Q015004001","MMR017","Shan (North)","MMR015004","Hseni","ကွာရန်တင်းစခန်း","နမ့်တုတ် (ခန်းမ)","04/01/20",3
"779","Q015004002","MMR017","Shan (North)","MMR015004","Hseni","ကွာရန်တင်းစခန်း","နေအိမ်","03/25/20",133
"780","Q015005001","MMR018","Shan (North)","MMR015005","Hseni","ကွာရန်တင်းစခန်း","ဘာသာရေးအဆောက်အဦး","03/25/20",9
"781","Q015006001","MMR019","Shan (North)","MMR015006","Hseni","ကွာရန်တင်းစခန်း","အခြားနေရာများ","03/25/20",16
"782","Q006003001","MMR006","Tanintharyi","MMR006003","Thayetchaung","ကွာရန်တင်းစခန်း","ရမဲမူလယဉ်ငေးရိပ်သာ","04/10/20",14
"783","Q006003001","MMR006","Tanintharyi","MMR006003","Thayetchaung","ကွာရန်တင်းစခန်း","ရမဲမူလယဉ်ငေးရိပ်သာ","04/07/20",12
"784","Q006003001","MMR006","Tanintharyi","MMR006003","Thayetchaung","ကွာရန်တင်းစခန်း","ရမဲမူလယဉ်ငေးရိပ်သာ","04/11/20",14
"785","Q006003001","MMR006","Tanintharyi","MMR006003","Thayetchaung","ကွာရန်တင်းစခန်း","ရမဲမူလယဉ်ငေးရိပ်သာ","04/12/20",15
"786","Q006003001","MMR006","Tanintharyi","MMR006003","Thayetchaung","ကွာရန်တင်းစခန်း","ရမဲမူလယဉ်ငေးရိပ်သာ","04/06/20",11
"787","Q006003001","MMR006","Tanintharyi","MMR006003","Thayetchaung","ကွာရန်တင်းစခန်း","ရမဲမူလယဉ်ငေးရိပ်သာ","04/08/20",12
"788","Q006004003","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ","04/07/20",6
"789","Q006004003","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ","04/10/20",7
"790","Q006004003","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ","04/12/20",7
"791","Q006004003","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ","04/06/20",8
"792","Q006004003","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ","04/11/20",7
"793","Q006004003","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ","04/08/20",6
"794","Q006004002","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ပြင်ကြီး ဘုန်းကြီးကျောင်း","04/10/20",1
"795","Q006004002","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ပြင်ကြီး ဘုန်းကြီးကျောင်း","04/11/20",2
"796","Q006004002","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ပြင်ကြီး ဘုန်းကြီးကျောင်း","04/07/20",5
"797","Q006004002","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ပြင်ကြီး ဘုန်းကြီးကျောင်း","04/06/20",5
"798","Q006004002","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ပြင်ကြီး ဘုန်းကြီးကျောင်း","04/12/20",2
"799","Q006004002","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ပြင်ကြီး ဘုန်းကြီးကျောင်း","04/08/20",2
"800","Q006004001","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း","04/10/20",2
"801","Q006004001","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း","04/08/20",2
"802","Q006004001","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း","04/07/20",2
"803","Q006004001","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း","04/11/20",2
"804","Q006004001","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း","04/12/20",2
"805","Q006004001","MMR006","Tanintharyi","MMR006004","Yebyu","ကွာရန်တင်းစခန်း","ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း","04/06/20",2
"806","Q006005005","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","MV စကားဝါ (၁) ရေယာဉ်","04/12/20",6
"807","Q006005005","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","MV စကားဝါ (၁) ရေယာဉ်","04/11/20",6
"808","Q006005002","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်","04/12/20",13
"809","Q006005002","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်","04/10/20",13
"810","Q006005002","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်","04/08/20",13
"811","Q006005002","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်","04/11/20",13
"812","Q006005002","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်","04/07/20",13
"813","Q006005002","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်","04/06/20",13
"814","Q006005001","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း","04/06/20",52
"815","Q006005001","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း","04/12/20",51
